ip,reason,score
1,auto-block,0.9999062
1,auto-block,0.999933
1,auto-block,0.99965763
1,auto-block,0.9999517
1,auto-block,0.9999435
1,auto-block,0.99995625
1,auto-block,0.99986994
1,auto-block,0.9998919
1,auto-block,0.99995136
1,auto-block,0.99993634
1,auto-block,0.99995387
1,auto-block,0.9998739
1,auto-block,0.99996054
1,auto-block,0.9999523
1,auto-block,0.99995565
1,auto-block,0.9998374
1,auto-block,0.9999672
1,auto-block,0.99991024
1,auto-block,0.9993319
1,auto-block,0.999782
1,auto-block,0.99995446
1,auto-block,0.99995434
1,auto-block,0.99995446
1,auto-block,0.99985826
1,auto-block,0.99993503
1,auto-block,0.9999254
1,auto-block,0.999923
1,auto-block,0.9999037
1,auto-block,0.9999256
1,auto-block,0.99995863
1,auto-block,0.9999466
1,auto-block,0.9999429
1,auto-block,0.9999597
1,auto-block,0.9999455
1,auto-block,0.9999565
1,auto-block,0.9999355
1,auto-block,0.99969673
1,auto-block,0.99992
1,auto-block,0.99920255
1,auto-block,0.99984014
1,auto-block,0.999969
1,auto-block,0.9998828
1,auto-block,0.9998809
1,auto-block,0.99992263
1,auto-block,0.9999062
1,auto-block,0.9999436
1,auto-block,0.9996941
1,auto-block,0.9999511
1,auto-block,0.99991703
1,auto-block,0.9988424
1,auto-block,0.9999571
1,auto-block,0.99996424
1,auto-block,0.99996483
1,auto-block,0.99996114
1,auto-block,0.99972624
1,auto-block,0.9998971
1,auto-block,0.9999622
1,auto-block,0.9997743
1,auto-block,0.99995923
1,auto-block,0.99990916
1,auto-block,0.9999589
1,auto-block,0.9999558
1,auto-block,0.9998338
1,auto-block,0.9990722
1,auto-block,0.99972755
1,auto-block,0.9999523
1,auto-block,0.9999471
1,auto-block,0.999258
1,auto-block,0.99916327
1,auto-block,0.99976724
1,auto-block,0.9999168
1,auto-block,0.99976176
1,auto-block,0.9999237
1,auto-block,0.9998994
1,auto-block,0.9999387
1,auto-block,0.999925
1,auto-block,0.9999397
1,auto-block,0.99994445
1,auto-block,0.9999651
1,auto-block,0.99990296
1,auto-block,0.9998615
1,auto-block,0.99984753
1,auto-block,0.9999579
1,auto-block,0.9999411
1,auto-block,0.9999558
1,auto-block,0.99979466
1,auto-block,0.9999057
1,auto-block,0.9982497
1,auto-block,0.99996686
1,auto-block,0.9999567
1,auto-block,0.9994393
1,auto-block,0.99970585
1,auto-block,0.9999726
1,auto-block,0.9997609
1,auto-block,0.999967
1,auto-block,0.99991083
1,auto-block,0.99990296
1,auto-block,0.9999585
1,auto-block,0.9999584
1,auto-block,0.99624914
1,auto-block,0.9999634
1,auto-block,0.99975985
1,auto-block,0.99993193
1,auto-block,0.9999273
1,auto-block,0.9999163
1,auto-block,0.9999337
1,auto-block,0.99996126
1,auto-block,0.99995005
1,auto-block,0.9998776
1,auto-block,0.99996436
1,auto-block,0.9977982
1,auto-block,0.9998858
1,auto-block,0.99995387
1,auto-block,0.99972206
1,auto-block,0.99988127
1,auto-block,0.99995327
1,auto-block,0.99995756
1,auto-block,0.99994934
1,auto-block,0.9999144
1,auto-block,0.99992144
1,auto-block,0.9999534
1,auto-block,0.9999057
1,auto-block,0.9998543
1,auto-block,0.9988029
1,auto-block,0.9998393
1,auto-block,0.9999658
1,auto-block,0.9999428
1,auto-block,0.9999647
1,auto-block,0.99387884
1,auto-block,0.99992204
1,auto-block,0.999713
1,auto-block,0.9999647
1,auto-block,0.99995327
1,auto-block,0.9999471
1,auto-block,0.99385506
1,auto-block,0.9999008
1,auto-block,0.9991429
1,auto-block,0.9998764
1,auto-block,0.9999646
1,auto-block,0.99991155
1,auto-block,0.9999534
1,auto-block,0.9999312
1,auto-block,0.99962306
1,auto-block,0.9999658
1,auto-block,0.9998203
1,auto-block,0.99991035
1,auto-block,0.999969
1,auto-block,0.9999517
1,auto-block,0.9996674
1,auto-block,0.9998332
1,auto-block,0.99988174
1,auto-block,0.9999596
1,auto-block,0.9991787
1,auto-block,0.9997305
1,auto-block,0.99995863
1,auto-block,0.9998258
1,auto-block,0.9999517
1,auto-block,0.99994993
1,auto-block,0.9997478
1,auto-block,0.99996746
1,auto-block,0.99991894
1,auto-block,0.9999542
1,auto-block,0.999879
1,auto-block,0.9999552
1,auto-block,0.99975234
1,auto-block,0.99993765
1,auto-block,0.99990237
1,auto-block,0.9999498
1,auto-block,0.9999312
1,auto-block,0.99988174
1,auto-block,0.99992263
1,auto-block,0.9999627
1,auto-block,0.99994767
1,auto-block,0.99984264
1,auto-block,0.99995756
1,auto-block,0.99982387
1,auto-block,0.9998079
1,auto-block,0.9999554
1,auto-block,0.99980253
1,auto-block,0.999848
1,auto-block,0.99992394
1,auto-block,0.99989164
1,auto-block,0.9998287
1,auto-block,0.99992096
1,auto-block,0.99907506
1,auto-block,0.9999571
1,auto-block,0.99972683
1,auto-block,0.9998956
1,auto-block,0.9998148
1,auto-block,0.99994373
1,auto-block,0.99964833
1,auto-block,0.99987006
1,auto-block,0.9999082
1,auto-block,0.99799204
1,auto-block,0.99994576
1,auto-block,0.99986565
1,auto-block,0.99983895
1,auto-block,0.9999424
1,auto-block,0.9995534
1,auto-block,0.9999616
1,auto-block,0.9998148
1,auto-block,0.99994826
1,auto-block,0.9999347
1,auto-block,0.9998342
1,auto-block,0.99993086
1,auto-block,0.99977547
1,auto-block,0.99990606
1,auto-block,0.99995923
1,auto-block,0.9998791
1,auto-block,0.99984777
1,auto-block,0.99991775
1,auto-block,0.99996984
1,auto-block,0.9999654
1,auto-block,0.9998673
1,auto-block,0.99947435
1,auto-block,0.9999659
1,auto-block,0.999908
1,auto-block,0.9998153
1,auto-block,0.9998704
1,auto-block,0.9999001
1,auto-block,0.9999379
1,auto-block,0.99974614
1,auto-block,0.99994767
1,auto-block,0.9992231
1,auto-block,0.99995744
1,auto-block,0.99994636
1,auto-block,0.9999621
1,auto-block,0.9999094
1,auto-block,0.9998808
1,auto-block,0.999967
1,auto-block,0.99994445
1,auto-block,0.9992969
1,auto-block,0.9998503
1,auto-block,0.9995072
1,auto-block,0.9999726
1,auto-block,0.9999144
1,auto-block,0.9999248
1,auto-block,0.99991465
1,auto-block,0.99992275
1,auto-block,0.9999583
1,auto-block,0.99981636
1,auto-block,0.99988127
1,auto-block,0.9999181
1,auto-block,0.99991167
1,auto-block,0.9999584
1,auto-block,0.9999254
1,auto-block,0.9995491
1,auto-block,0.9997185
1,auto-block,0.99994135
1,auto-block,0.9999596
1,auto-block,0.9999354
1,auto-block,0.9999652
1,auto-block,0.99981314
1,auto-block,0.9998405
1,auto-block,0.99978596
1,auto-block,0.9991667
1,auto-block,0.9998554
1,auto-block,0.9999434
1,auto-block,0.9999523
1,auto-block,0.9999466
1,auto-block,0.9999503
1,auto-block,0.99995816
1,auto-block,0.99984527
1,auto-block,0.999882
1,auto-block,0.9998678
1,auto-block,0.99964106
1,auto-block,0.99994946
1,auto-block,0.999951
1,auto-block,0.9997447
1,auto-block,0.99995434
1,auto-block,0.99991024
1,auto-block,0.9998406
1,auto-block,0.999882
1,auto-block,0.99996114
1,auto-block,0.99987173
1,auto-block,0.99996305
1,auto-block,0.9995535
1,auto-block,0.99993014
1,auto-block,0.9999368
1,auto-block,0.99994457
1,auto-block,0.9998109
1,auto-block,0.9999708
1,auto-block,0.9997762
1,auto-block,0.9999553
1,auto-block,0.9996288
1,auto-block,0.9998846
1,auto-block,0.99993706
1,auto-block,0.99992216
1,auto-block,0.99985874
1,auto-block,0.9999534
1,auto-block,0.99992657
1,auto-block,0.9999285
1,auto-block,0.99989676
1,auto-block,0.9998739
1,auto-block,0.99990857
1,auto-block,0.9999106
1,auto-block,0.9999584
1,auto-block,0.9993825
1,auto-block,0.99981815
1,auto-block,0.9999076
1,auto-block,0.9999342
1,auto-block,0.9999604
1,auto-block,0.9998802
1,auto-block,0.99996996
1,auto-block,0.99995697
1,auto-block,0.9999392
1,auto-block,0.99956554
1,auto-block,0.9999578
1,auto-block,0.99990165
1,auto-block,0.99994755
1,auto-block,0.99987996
1,auto-block,0.9999454
1,auto-block,0.9999604
1,auto-block,0.99995303
1,auto-block,0.99994814
1,auto-block,0.99995875
1,auto-block,0.99995124
1,auto-block,0.999828
1,auto-block,0.99918216
1,auto-block,0.9990934
1,auto-block,0.9999652
1,auto-block,0.99989665
1,auto-block,0.99982786
1,auto-block,0.9998435
1,auto-block,0.9999453
1,auto-block,0.999948
1,auto-block,0.999401
1,auto-block,0.99997115
1,auto-block,0.99996126
1,auto-block,0.9999684
1,auto-block,0.99992657
1,auto-block,0.999819
1,auto-block,0.99967074
1,auto-block,0.99952364
1,auto-block,0.99980634
1,auto-block,0.99985945
1,auto-block,0.99929416
1,auto-block,0.9999665
1,auto-block,0.99987614
1,auto-block,0.99966216
1,auto-block,0.9999213
1,auto-block,0.9999193
1,auto-block,0.9960674
1,auto-block,0.99985135
1,auto-block,0.9997303
1,auto-block,0.9999206
1,auto-block,0.9999387
1,auto-block,0.9998184
1,auto-block,0.99990904
1,auto-block,0.9999291
1,auto-block,0.9996667
1,auto-block,0.99984527
1,auto-block,0.99990165
1,auto-block,0.9999279
1,auto-block,0.9999652
1,auto-block,0.99987376
1,auto-block,0.9994306
1,auto-block,0.99986744
1,auto-block,0.99979144
1,auto-block,0.99995756
1,auto-block,0.9999633
1,auto-block,0.999858
1,auto-block,0.9997607
1,auto-block,0.99996114
1,auto-block,0.9995875
1,auto-block,0.99979836
1,auto-block,0.9999114
1,auto-block,0.99995494
1,auto-block,0.9999658
1,auto-block,0.99993134
1,auto-block,0.99997187
1,auto-block,0.9998293
1,auto-block,0.9999205
1,auto-block,0.9998148
1,auto-block,0.9995671
1,auto-block,0.99995506
1,auto-block,0.995342
1,auto-block,0.9999083
1,auto-block,0.9997527
1,auto-block,0.9999387
1,auto-block,0.9999627
1,auto-block,0.99995553
1,auto-block,0.9999596
1,auto-block,0.9998073
1,auto-block,0.99992144
1,auto-block,0.99993324
1,auto-block,0.9999217
1,auto-block,0.9999548
1,auto-block,0.9999372
1,auto-block,0.99982053
1,auto-block,0.999853
1,auto-block,0.9999143
1,auto-block,0.99987435
1,auto-block,0.99994934
1,auto-block,0.99996567
1,auto-block,0.9999485
1,auto-block,0.9999447
1,auto-block,0.99981636
1,auto-block,0.9999528
1,auto-block,0.99974686
1,auto-block,0.99990857
1,auto-block,0.99990165
1,auto-block,0.9999168
1,auto-block,0.99987984
1,auto-block,0.9997124
1,auto-block,0.9999311
1,auto-block,0.9999368
1,auto-block,0.9995511
1,auto-block,0.9999647
1,auto-block,0.999943
1,auto-block,0.9999677
1,auto-block,0.99996495
1,auto-block,0.99980074
1,auto-block,0.99892175
1,auto-block,0.9999664
1,auto-block,0.99995375
1,auto-block,0.9999578
1,auto-block,0.9998172
1,auto-block,0.9995802
1,auto-block,0.9998783
1,auto-block,0.99990845
1,auto-block,0.9999299
1,auto-block,0.9999269
1,auto-block,0.9997178
1,auto-block,0.9999584
1,auto-block,0.99991834
1,auto-block,0.9999012
1,auto-block,0.9992411
1,auto-block,0.9999653
1,auto-block,0.99995947
1,auto-block,0.99995935
1,auto-block,0.9999255
1,auto-block,0.9998355
1,auto-block,0.99993145
1,auto-block,0.99985397
1,auto-block,0.9996666
1,auto-block,0.9999299
1,auto-block,0.99991035
1,auto-block,0.99994564
1,auto-block,0.99994993
1,auto-block,0.99995196
1,auto-block,0.9999199
1,auto-block,0.9998336
1,auto-block,0.9999187
1,auto-block,0.9998659
1,auto-block,0.99988186
1,auto-block,0.99994946
1,auto-block,0.9992574
1,auto-block,0.9999635
1,auto-block,0.9998522
1,auto-block,0.9999652
1,auto-block,0.99965703
1,auto-block,0.99991894
1,auto-block,0.9999523
1,auto-block,0.99988604
1,auto-block,0.99992776
1,auto-block,0.9999219
1,auto-block,0.9993741
1,auto-block,0.9999652
1,auto-block,0.9996896
1,auto-block,0.99996614
1,auto-block,0.9999291
1,auto-block,0.99992883
1,auto-block,0.999907
1,auto-block,0.9999392
1,auto-block,0.99991906
1,auto-block,0.9997042
1,auto-block,0.9999503
1,auto-block,0.9999157
1,auto-block,0.9998958
1,auto-block,0.99996805
1,auto-block,0.99996614
1,auto-block,0.9999331
1,auto-block,0.99993217
1,auto-block,0.999874
1,auto-block,0.9999578
1,auto-block,0.9999659
1,auto-block,0.99991834
1,auto-block,0.9999434
1,auto-block,0.999951
1,auto-block,0.996445
1,auto-block,0.9998129
1,auto-block,0.9999292
1,auto-block,0.9999281
1,auto-block,0.9999378
1,auto-block,0.99995005
1,auto-block,0.98759717
1,auto-block,0.9999217
1,auto-block,0.9999416
1,auto-block,0.99983823
1,auto-block,0.9996326
1,auto-block,0.99996233
1,auto-block,0.9999546
1,auto-block,0.99996567
1,auto-block,0.9999404
1,auto-block,0.99993134
1,auto-block,0.9999647
1,auto-block,0.9998023
1,auto-block,0.99993503
1,auto-block,0.9998846
1,auto-block,0.9999182
1,auto-block,0.9999665
1,auto-block,0.99987006
1,auto-block,0.9998275
1,auto-block,0.9999285
1,auto-block,0.99988186
1,auto-block,0.99989426
1,auto-block,0.99991393
1,auto-block,0.9993911
1,auto-block,0.999967
1,auto-block,0.9999609
1,auto-block,0.9995759
1,auto-block,0.99979466
1,auto-block,0.9998122
1,auto-block,0.99991524
1,auto-block,0.9999428
1,auto-block,0.9999374
1,auto-block,0.99990916
1,auto-block,0.9999281
1,auto-block,0.9996915
1,auto-block,0.99973375
1,auto-block,0.99996114
1,auto-block,0.9999498
1,auto-block,0.9998635
1,auto-block,0.9999577
1,auto-block,0.9999392
1,auto-block,0.999843
1,auto-block,0.99989283
1,auto-block,0.9998903
1,auto-block,0.9999504
1,auto-block,0.99984336
1,auto-block,0.9997291
1,auto-block,0.9977181
1,auto-block,0.9999335
1,auto-block,0.99993885
1,auto-block,0.9999615
1,auto-block,0.99994576
1,auto-block,0.9998561
1,auto-block,0.99981755
1,auto-block,0.999665
1,auto-block,0.9999658
1,auto-block,0.9999527
1,auto-block,0.99991834
1,auto-block,0.99995744
1,auto-block,0.999027
1,auto-block,0.999874
1,auto-block,0.9999478
1,auto-block,0.9998739
1,auto-block,0.99995434
1,auto-block,0.99971575
1,auto-block,0.9999422
1,auto-block,0.99993
1,auto-block,0.9997831
1,auto-block,0.9998964
1,auto-block,0.999933
1,auto-block,0.9999523
1,auto-block,0.9999548
1,auto-block,0.9998839
1,auto-block,0.99992216
1,auto-block,0.9999291
1,auto-block,0.9999206
1,auto-block,0.9999355
1,auto-block,0.9999436
1,auto-block,0.9999465
1,auto-block,0.9999553
1,auto-block,0.999962
1,auto-block,0.99988735
1,auto-block,0.9996691
1,auto-block,0.99986947
1,auto-block,0.9999511
1,auto-block,0.9997763
1,auto-block,0.9999577
1,auto-block,0.9999597
1,auto-block,0.9999229
1,auto-block,0.99993575
1,auto-block,0.9995315
1,auto-block,0.9998234
1,auto-block,0.9999685
1,auto-block,0.9999237
1,auto-block,0.9999341
1,auto-block,0.99987805
1,auto-block,0.9999279
1,auto-block,0.99996424
1,auto-block,0.9998702
1,auto-block,0.9997489
1,auto-block,0.999969
1,auto-block,0.999966
1,auto-block,0.9999199
1,auto-block,0.9999615
1,auto-block,0.9997423
1,auto-block,0.999964
1,auto-block,0.99975103
1,auto-block,0.9999478
1,auto-block,0.99985063
1,auto-block,0.999579
1,auto-block,0.99982613
1,auto-block,0.9993507
1,auto-block,0.9999652
1,auto-block,0.9998683
1,auto-block,0.99991214
1,auto-block,0.99987674
1,auto-block,0.9999548
1,auto-block,0.9999224
1,auto-block,0.9999578
1,auto-block,0.99967396
1,auto-block,0.99996054
1,auto-block,0.9999429
1,auto-block,0.9999244
1,auto-block,0.9999492
1,auto-block,0.99992085
1,auto-block,0.99991524
1,auto-block,0.9998919
1,auto-block,0.9999436
1,auto-block,0.9998543
1,auto-block,0.99927837
1,auto-block,0.99996257
1,auto-block,0.9998086
1,auto-block,0.9998629
1,auto-block,0.99996865
1,auto-block,0.9999536
1,auto-block,0.999589
1,auto-block,0.99991786
1,auto-block,0.9997491
1,auto-block,0.9999337
1,auto-block,0.99995935
1,auto-block,0.9998165
1,auto-block,0.9999659
1,auto-block,0.9998778
1,auto-block,0.9999026
1,auto-block,0.9999521
1,auto-block,0.99981576
1,auto-block,0.99993837
1,auto-block,0.99994814
1,auto-block,0.9999521
1,auto-block,0.999851
1,auto-block,0.9989631
1,auto-block,0.9999174
1,auto-block,0.9999647
1,auto-block,0.9999379
1,auto-block,0.9995746
1,auto-block,0.99996114
1,auto-block,0.9997658
1,auto-block,0.9999213
1,auto-block,0.9999597
1,auto-block,0.9999684
1,auto-block,0.9999269
1,auto-block,0.99879634
1,auto-block,0.9999484
1,auto-block,0.9999056
1,auto-block,0.9999068
1,auto-block,0.9999517
1,auto-block,0.99995923
1,auto-block,0.9998387
1,auto-block,0.99985564
1,auto-block,0.9991653
1,auto-block,0.9999628
1,auto-block,0.9999534
1,auto-block,0.99913055
1,auto-block,0.9998994
1,auto-block,0.9999534
1,auto-block,0.9999306
1,auto-block,0.9990119
1,auto-block,0.99979633
1,auto-block,0.9999312
1,auto-block,0.9999541
1,auto-block,0.999775
1,auto-block,0.9999008
1,auto-block,0.99996066
1,auto-block,0.99996424
1,auto-block,0.9998921
1,auto-block,0.99962425
1,auto-block,0.9999219
1,auto-block,0.99982977
1,auto-block,0.99992955
1,auto-block,0.999889
1,auto-block,0.9999418
1,auto-block,0.99996185
1,auto-block,0.9999479
1,auto-block,0.9978003
1,auto-block,0.99986506
1,auto-block,0.9999646
1,auto-block,0.9999664
1,auto-block,0.999954
1,auto-block,0.99990165
1,auto-block,0.9992969
1,auto-block,0.99982846
1,auto-block,0.9994842
1,auto-block,0.9998307
1,auto-block,0.9999244
1,auto-block,0.99995565
1,auto-block,0.99996233
1,auto-block,0.9999647
1,auto-block,0.9998702
1,auto-block,0.9998202
1,auto-block,0.9999287
1,auto-block,0.99990714
1,auto-block,0.9997924
1,auto-block,0.99993193
1,auto-block,0.9999647
1,auto-block,0.9999579
1,auto-block,0.9997638
1,auto-block,0.9999652
1,auto-block,0.99993217
1,auto-block,0.99992275
1,auto-block,0.99961096
1,auto-block,0.99971014
1,auto-block,0.9996685
1,auto-block,0.9999646
1,auto-block,0.9999571
1,auto-block,0.9998355
1,auto-block,0.99995613
1,auto-block,0.9999602
1,auto-block,0.99979645
1,auto-block,0.99995303
1,auto-block,0.99993765
1,auto-block,0.99975747
1,auto-block,0.999925
1,auto-block,0.99975187
1,auto-block,0.9997923
1,auto-block,0.9998901
1,auto-block,0.99993527
1,auto-block,0.9998677
1,auto-block,0.9999677
1,auto-block,0.99994814
1,auto-block,0.99996114
1,auto-block,0.9999124
1,auto-block,0.99995065
1,auto-block,0.9999521
1,auto-block,0.99980456
1,auto-block,0.99983466
1,auto-block,0.9997278
1,auto-block,0.9999652
1,auto-block,0.9999335
1,auto-block,0.9992119
1,auto-block,0.999843
1,auto-block,0.9999604
1,auto-block,0.9999466
1,auto-block,0.9999037
1,auto-block,0.9999492
1,auto-block,0.99990094
1,auto-block,0.9999187
1,auto-block,0.999853
1,auto-block,0.9999267
1,auto-block,0.9999019
1,auto-block,0.99975675
1,auto-block,0.9995371
1,auto-block,0.9999274
1,auto-block,0.99983656
1,auto-block,0.99991584
1,auto-block,0.99996006
1,auto-block,0.9999466
1,auto-block,0.9998963
1,auto-block,0.9972357
1,auto-block,0.99938464
1,auto-block,0.9998473
1,auto-block,0.9999027
1,auto-block,0.9999312
1,auto-block,0.9999242
1,auto-block,0.99994874
1,auto-block,0.9999505
1,auto-block,0.999915
1,auto-block,0.9999653
1,auto-block,0.99993634
1,auto-block,0.99971765
1,auto-block,0.99974734
1,auto-block,0.9999064
1,auto-block,0.9999248
1,auto-block,0.9998228
1,auto-block,0.99996483
1,auto-block,0.9999647
1,auto-block,0.99996114
1,auto-block,0.99984586
1,auto-block,0.99993694
1,auto-block,0.9999069
1,auto-block,0.9998889
1,auto-block,0.99994636
1,auto-block,0.9999651
1,auto-block,0.9999548
1,auto-block,0.99985373
1,auto-block,0.9998964
1,auto-block,0.99987483
1,auto-block,0.9999292
1,auto-block,0.9999094
1,auto-block,0.999969
1,auto-block,0.9998198
1,auto-block,0.9995826
1,auto-block,0.99905246
1,auto-block,0.99962604
1,auto-block,0.999908
1,auto-block,0.9999484
1,auto-block,0.9996983
1,auto-block,0.9999521
1,auto-block,0.99981254
1,auto-block,0.9998323
1,auto-block,0.99995565
1,auto-block,0.999967
1,auto-block,0.9999397
1,auto-block,0.99955696
1,auto-block,0.9999409
1,auto-block,0.9997886
1,auto-block,0.99995506
1,auto-block,0.9996302
1,auto-block,0.99978787
1,auto-block,0.9999646
1,auto-block,0.9995408
1,auto-block,0.99992466
1,auto-block,0.9999231
1,auto-block,0.9997696
1,auto-block,0.99996793
1,auto-block,0.99995005
1,auto-block,0.99995816
1,auto-block,0.99987423
1,auto-block,0.99988294
1,auto-block,0.99996316
1,auto-block,0.99975663
1,auto-block,0.9998405
1,auto-block,0.99928916
1,auto-block,0.9997267
1,auto-block,0.99994564
1,auto-block,0.99991465
1,auto-block,0.99990845
1,auto-block,0.9998747
1,auto-block,0.9998411
1,auto-block,0.99980456
1,auto-block,0.9999616
1,auto-block,0.9984201
1,auto-block,0.9999219
1,auto-block,0.99994147
1,auto-block,0.9996797
1,auto-block,0.9999672
1,auto-block,0.99970645
1,auto-block,0.9998379
1,auto-block,0.9999573
1,auto-block,0.99982125
1,auto-block,0.9998758
1,auto-block,0.9999305
1,auto-block,0.99984086
1,auto-block,0.99992275
1,auto-block,0.99994946
1,auto-block,0.9999589
1,auto-block,0.99988353
1,auto-block,0.99997187
1,auto-block,0.9999492
1,auto-block,0.9999306
1,auto-block,0.9999546
1,auto-block,0.9999434
1,auto-block,0.999959
1,auto-block,0.99995506
1,auto-block,0.99995124
1,auto-block,0.9997626
1,auto-block,0.9999492
1,auto-block,0.9999683
1,auto-block,0.99975306
1,auto-block,0.9998747
1,auto-block,0.9998385
1,auto-block,0.9998006
1,auto-block,0.9998728
1,auto-block,0.99996686
1,auto-block,0.9999466
1,auto-block,0.99995196
1,auto-block,0.99994755
1,auto-block,0.999964
1,auto-block,0.999966
1,auto-block,0.99995065
1,auto-block,0.9999163
1,auto-block,0.9998983
1,auto-block,0.999954
1,auto-block,0.99993837
1,auto-block,0.9957854
1,auto-block,0.999967
1,auto-block,0.999946
1,auto-block,0.99994254
1,auto-block,0.9999591
1,auto-block,0.9999502
1,auto-block,0.99993134
1,auto-block,0.9990627
1,auto-block,0.99988663
1,auto-block,0.99994874
1,auto-block,0.99990475
1,auto-block,0.9999621
1,auto-block,0.99995494
1,auto-block,0.99982506
1,auto-block,0.9999504
1,auto-block,0.9996629
1,auto-block,0.99980015
1,auto-block,0.99996316
1,auto-block,0.99987435
1,auto-block,0.9997631
1,auto-block,0.9999355
1,auto-block,0.9998952
1,auto-block,0.9999542
1,auto-block,0.9999573
1,auto-block,0.9999422
1,auto-block,0.99971145
1,auto-block,0.99959165
1,auto-block,0.9998846
1,auto-block,0.99993634
1,auto-block,0.9998965
1,auto-block,0.9999548
1,auto-block,0.9995832
1,auto-block,0.9998586
1,auto-block,0.9999509
1,auto-block,0.9999201
1,auto-block,0.99994683
1,auto-block,0.9996075
1,auto-block,0.9999484
1,auto-block,0.9999335
1,auto-block,0.9999652
1,auto-block,0.99995005
1,auto-block,0.99974877
1,auto-block,0.9999279
1,auto-block,0.99994564
1,auto-block,0.999553
1,auto-block,0.99992156
1,auto-block,0.99990165
1,auto-block,0.9996991
1,auto-block,0.99976164
1,auto-block,0.99993634
1,auto-block,0.99991214
1,auto-block,0.99954873
1,auto-block,0.99995756
1,auto-block,0.9999571
1,auto-block,0.999949
1,auto-block,0.9999647
1,auto-block,0.9998783
1,auto-block,0.99996316
1,auto-block,0.99994373
1,auto-block,0.999198
1,auto-block,0.9999479
1,auto-block,0.9998416
1,auto-block,0.99995005
1,auto-block,0.9992261
1,auto-block,0.9998374
1,auto-block,0.9999465
1,auto-block,0.9999368
1,auto-block,0.99987006
1,auto-block,0.99988043
1,auto-block,0.99991834
1,auto-block,0.9999212
1,auto-block,0.99996805
1,auto-block,0.9999652
1,auto-block,0.999946
1,auto-block,0.99971753
1,auto-block,0.9999409
1,auto-block,0.9997359
1,auto-block,0.9997923
1,auto-block,0.9998702
1,auto-block,0.9991736
1,auto-block,0.9999639
1,auto-block,0.9999074
1,auto-block,0.99755055
1,auto-block,0.99996483
1,auto-block,0.999966
1,auto-block,0.99963534
1,auto-block,0.9999515
1,auto-block,0.99978846
1,auto-block,0.9998011
1,auto-block,0.9984993
1,auto-block,0.9998779
1,auto-block,0.9999527
1,auto-block,0.999944
1,auto-block,0.9998342
1,auto-block,0.9999492
1,auto-block,0.99990773
1,auto-block,0.99993074
1,auto-block,0.99994326
1,auto-block,0.99982244
1,auto-block,0.9999577
1,auto-block,0.999951
1,auto-block,0.9998267
1,auto-block,0.99866855
1,auto-block,0.99978024
1,auto-block,0.99979633
1,auto-block,0.9973016
1,auto-block,0.9998318
1,auto-block,0.9999356
1,auto-block,0.99978393
1,auto-block,0.99994946
1,auto-block,0.9997905
1,auto-block,0.9999639
1,auto-block,0.99994457
1,auto-block,0.9999449
1,auto-block,0.9997845
1,auto-block,0.99995685
1,auto-block,0.9985971
1,auto-block,0.9999449
1,auto-block,0.99996567
1,auto-block,0.9997008
1,auto-block,0.9988949
1,auto-block,0.9990552
1,auto-block,0.99993336
1,auto-block,0.9999106
1,auto-block,0.9999354
1,auto-block,0.9999585
1,auto-block,0.99973625
1,auto-block,0.9999589
1,auto-block,0.9998969
1,auto-block,0.99995863
1,auto-block,0.9999392
1,auto-block,0.9995303
1,auto-block,0.9994809
1,auto-block,0.9999726
1,auto-block,0.9998442
1,auto-block,0.99993503
1,auto-block,0.999863
1,auto-block,0.99992454
1,auto-block,0.99993014
1,auto-block,0.999509
1,auto-block,0.9997155
1,auto-block,0.99995327
1,auto-block,0.99989676
1,auto-block,0.9999447
1,auto-block,0.9999609
1,auto-block,0.99995565
1,auto-block,0.9999379
1,auto-block,0.9999423
1,auto-block,0.9996147
1,auto-block,0.9999256
1,auto-block,0.9999182
1,auto-block,0.99953973
1,auto-block,0.9999474
1,auto-block,0.99991214
1,auto-block,0.9999635
1,auto-block,0.9999486
1,auto-block,0.99991834
1,auto-block,0.9998828
1,auto-block,0.9991636
1,auto-block,0.99994457
1,auto-block,0.9999267
1,auto-block,0.9998425
1,auto-block,0.99994147
1,auto-block,0.99988174
1,auto-block,0.99995494
1,auto-block,0.99993694
1,auto-block,0.9999461
1,auto-block,0.99984336
1,auto-block,0.9999279
1,auto-block,0.999966
1,auto-block,0.99993014
1,auto-block,0.9998754
1,auto-block,0.9999453
1,auto-block,0.9984073
1,auto-block,0.999894
1,auto-block,0.9999635
1,auto-block,0.99989235
1,auto-block,0.9999106
1,auto-block,0.9997502
1,auto-block,0.9999635
1,auto-block,0.99995565
1,auto-block,0.9999472
1,auto-block,0.99994075
1,auto-block,0.9999658
1,auto-block,0.999967
1,auto-block,0.9999442
1,auto-block,0.9999312
1,auto-block,0.99982953
1,auto-block,0.9998412
1,auto-block,0.9999342
1,auto-block,0.99996173
1,auto-block,0.9999609
1,auto-block,0.9997296
1,auto-block,0.9999367
1,auto-block,0.9998909
1,auto-block,0.99951744
1,auto-block,0.9999654
1,auto-block,0.99995065
1,auto-block,0.9999677
1,auto-block,0.99996614
1,auto-block,0.9997873
1,auto-block,0.9999075
1,auto-block,0.9998018
1,auto-block,0.99994445
1,auto-block,0.9999521
1,auto-block,0.9999199
1,auto-block,0.99959785
1,auto-block,0.9999516
1,auto-block,0.9998778
1,auto-block,0.999902
1,auto-block,0.99959475
1,auto-block,0.9999424
1,auto-block,0.9999652
