predicted_label,prediction_prob,defense_action
0,0.00011867158,allow
1,0.99990964,block_ip
0,2.3337687e-05,allow
1,0.9991953,block_ip
0,0.0024742372,allow
1,0.9993173,block_ip
1,0.9996201,block_ip
0,3.8206443e-05,allow
0,2.4565561e-05,allow
1,0.9999342,block_ip
0,2.5897298e-05,allow
0,2.1224258e-05,allow
0,6.562853e-05,allow
1,0.9998512,block_ip
0,3.5926954e-05,allow
0,4.744334e-05,allow
0,0.00016322204,allow
0,3.5947174e-05,allow
1,0.9999584,block_ip
0,1.8589772e-05,allow
0,8.374439e-06,allow
1,0.99989176,block_ip
1,0.9999578,block_ip
0,4.8866452e-05,allow
0,2.417072e-05,allow
1,0.9999361,block_ip
0,0.00010363608,allow
0,2.4390927e-05,allow
0,0.00015870687,allow
1,0.9999535,block_ip
1,0.99994123,block_ip
1,0.9999064,block_ip
1,0.9998976,block_ip
1,0.99992776,block_ip
1,0.999967,block_ip
1,0.9999536,block_ip
1,0.999746,block_ip
1,0.9999341,block_ip
0,1.9776668e-05,allow
1,0.99995136,block_ip
1,0.99994683,block_ip
1,0.99987173,block_ip
0,0.1790762,allow
0,7.181368e-05,allow
0,5.8447396e-05,allow
0,3.995217e-05,allow
0,3.558108e-05,allow
1,0.999913,block_ip
0,1.2817374e-05,allow
0,2.1458492e-05,allow
1,0.99996364,block_ip
0,0.00011522988,allow
1,0.99954826,block_ip
0,2.7836495e-05,allow
0,2.819272e-05,allow
0,2.8524768e-05,allow
0,0.00033098503,allow
1,0.9997018,block_ip
1,0.9999646,block_ip
1,0.99988663,block_ip
0,5.3501633e-05,allow
1,0.99990547,block_ip
1,0.9999584,block_ip
0,2.9541454e-05,allow
0,1.5780515e-05,allow
1,0.999946,block_ip
0,2.5807432e-05,allow
0,2.1046486e-05,allow
0,0.000985703,allow
1,0.999453,block_ip
0,0.00011071301,allow
1,0.99992466,block_ip
1,0.9999453,block_ip
0,6.419748e-05,allow
0,0.0022743358,allow
0,3.4026212e-05,allow
0,4.123559e-05,allow
0,4.922293e-05,allow
0,2.6407684e-05,allow
0,0.00037404464,allow
0,2.7494887e-05,allow
0,1.1369701e-05,allow
0,3.222763e-05,allow
0,1.4702551e-05,allow
1,0.99996483,block_ip
1,0.9999279,block_ip
0,7.729843e-06,allow
1,0.9999589,block_ip
0,2.9422863e-05,allow
1,0.9998995,block_ip
1,0.9998665,block_ip
0,0.0014300606,allow
0,2.7587128e-05,allow
0,9.145901e-06,allow
1,0.9999348,block_ip
0,2.0426083e-05,allow
0,1.1855423e-05,allow
1,0.99928135,block_ip
0,2.7134278e-05,allow
1,0.9999696,block_ip
1,0.9998572,block_ip
1,0.99927694,block_ip
0,2.2514527e-05,allow
0,4.5237837e-05,allow
0,1.3529227e-05,allow
1,0.99993706,block_ip
1,0.9999497,block_ip
1,0.9998354,block_ip
0,1.7767568e-05,allow
0,9.140697e-05,allow
0,3.6299443e-05,allow
0,9.756978e-05,allow
0,3.0372483e-05,allow
0,0.00046269552,allow
0,0.00011675033,allow
1,0.99992883,block_ip
0,1.7296805e-05,allow
0,7.2236086e-05,allow
0,2.9760624e-05,allow
1,0.9998246,block_ip
1,0.9991634,block_ip
0,4.0263472e-05,allow
0,2.6386058e-05,allow
0,1.783044e-05,allow
0,2.5452273e-05,allow
1,0.9999083,block_ip
1,0.9999013,block_ip
0,4.066269e-05,allow
1,0.99995005,block_ip
0,0.00012850705,allow
0,1.9400226e-05,allow
0,2.3158218e-05,allow
0,2.8170496e-05,allow
1,0.9999062,block_ip
1,0.999933,block_ip
0,0.00023457737,allow
0,0.0003494404,allow
1,0.99965763,block_ip
0,7.463576e-05,allow
1,0.9999517,block_ip
1,0.9999435,block_ip
0,2.3687184e-05,allow
0,1.2620419e-05,allow
1,0.99995625,block_ip
1,0.99986994,block_ip
1,0.9998919,block_ip
1,0.99995136,block_ip
1,0.99993634,block_ip
0,1.9627203e-05,allow
1,0.99995387,block_ip
0,5.405658e-05,allow
0,1.3589162e-05,allow
1,0.9998739,block_ip
0,0.0005287598,allow
1,0.99996054,block_ip
0,0.00044067495,allow
1,0.9999523,block_ip
0,9.8847695e-06,allow
0,1.861349e-05,allow
1,0.99995565,block_ip
0,7.445974e-05,allow
0,5.512916e-05,allow
1,0.9998374,block_ip
0,2.0603235e-05,allow
1,0.9999672,block_ip
0,3.4603716e-05,allow
0,0.015706155,allow
1,0.99991024,block_ip
0,5.0015497e-05,allow
0,0.00016487842,allow
0,1.00561165e-05,allow
0,0.00053578004,allow
1,0.9993319,block_ip
0,2.0426083e-05,allow
1,0.999782,block_ip
0,6.4571446e-05,allow
0,0.0002496942,allow
0,2.0487576e-05,allow
0,3.6423335e-05,allow
1,0.99995446,block_ip
1,0.99995434,block_ip
0,7.8208075e-05,allow
1,0.99995446,block_ip
0,0.0001468029,allow
0,2.9012941e-05,allow
0,9.961316e-06,allow
0,2.4290672e-05,allow
0,3.7328045e-05,allow
1,0.99985826,block_ip
1,0.99993503,block_ip
1,0.9999254,block_ip
1,0.999923,block_ip
0,0.00010663661,allow
0,1.8907722e-05,allow
1,0.9999037,block_ip
0,1.462254e-05,allow
0,2.0395757e-05,allow
1,0.9999256,block_ip
1,0.99995863,block_ip
0,1.6955417e-05,allow
1,0.9999466,block_ip
1,0.9999429,block_ip
0,2.8270933e-05,allow
0,0.00011584144,allow
1,0.9999597,block_ip
1,0.9999455,block_ip
0,2.002013e-05,allow
1,0.9999565,block_ip
1,0.9999355,block_ip
1,0.99969673,block_ip
0,0.00010187901,allow
0,0.00033014768,allow
0,2.6492007e-05,allow
1,0.99992,block_ip
0,3.8183858e-05,allow
0,2.198479e-05,allow
1,0.99920255,block_ip
1,0.99984014,block_ip
0,2.3440334e-05,allow
0,2.1424345e-05,allow
0,1.7121054e-05,allow
0,2.1534855e-05,allow
1,0.999969,block_ip
0,4.6784287e-05,allow
1,0.9998828,block_ip
1,0.9998809,block_ip
1,0.99992263,block_ip
0,4.545579e-05,allow
0,0.00011313184,allow
0,2.678169e-05,allow
0,2.6151483e-05,allow
1,0.9999062,block_ip
0,2.776118e-05,allow
1,0.9999436,block_ip
0,2.151716e-05,allow
1,0.9996941,block_ip
1,0.9999511,block_ip
1,0.99991703,block_ip
1,0.9988424,block_ip
1,0.9999571,block_ip
1,0.99996424,block_ip
0,2.6390868e-05,allow
0,3.1667456e-05,allow
1,0.99996483,block_ip
1,0.99996114,block_ip
1,0.99972624,block_ip
1,0.9998971,block_ip
0,1.7121054e-05,allow
1,0.9999622,block_ip
0,1.705364e-05,allow
0,2.6107975e-05,allow
0,7.343425e-05,allow
1,0.9997743,block_ip
0,1.539434e-05,allow
1,0.99995923,block_ip
1,0.99990916,block_ip
1,0.9999589,block_ip
0,2.2244316e-05,allow
0,3.418816e-05,allow
0,6.3093976e-05,allow
1,0.9999558,block_ip
1,0.9998338,block_ip
1,0.9990722,block_ip
1,0.99972755,block_ip
1,0.9999523,block_ip
1,0.9999471,block_ip
1,0.999258,block_ip
1,0.99916327,block_ip
1,0.99976724,block_ip
0,0.00011485055,allow
0,5.6002824e-05,allow
1,0.9999168,block_ip
1,0.99976176,block_ip
0,2.359988e-05,allow
0,3.0289495e-05,allow
1,0.9999237,block_ip
0,5.481489e-05,allow
0,2.2632756e-05,allow
0,2.988967e-05,allow
0,0.00014126473,allow
1,0.9998994,block_ip
0,1.7575903e-05,allow
1,0.9999387,block_ip
1,0.999925,block_ip
0,3.2687643e-05,allow
0,4.3422646e-05,allow
0,0.00013592094,allow
0,0.00018395444,allow
1,0.9999397,block_ip
0,2.3775627e-05,allow
1,0.99994445,block_ip
0,3.260819e-05,allow
1,0.9999651,block_ip
1,0.99990296,block_ip
0,1.13462065e-05,allow
0,1.9870133e-05,allow
1,0.9998615,block_ip
1,0.99984753,block_ip
0,2.5993424e-05,allow
1,0.9999579,block_ip
1,0.9999411,block_ip
0,3.1899934e-05,allow
0,8.327793e-06,allow
1,0.9999558,block_ip
0,8.692205e-06,allow
1,0.99979466,block_ip
1,0.9999057,block_ip
1,0.9982497,block_ip
1,0.99996686,block_ip
0,2.6616826e-05,allow
0,1.8463357e-05,allow
1,0.9999567,block_ip
1,0.9994393,block_ip
0,1.325124e-05,allow
0,3.481028e-05,allow
0,2.6507094e-05,allow
0,4.246428e-05,allow
1,0.99970585,block_ip
0,1.4782338e-05,allow
0,1.08728e-05,allow
0,4.099035e-05,allow
1,0.9999726,block_ip
0,5.6119e-05,allow
1,0.9997609,block_ip
0,0.0013365466,allow
0,9.3990806e-05,allow
1,0.999967,block_ip
0,3.6984446e-05,allow
1,0.99991083,block_ip
0,2.8912982e-05,allow
0,1.0553781e-05,allow
1,0.99990296,block_ip
1,0.9999585,block_ip
1,0.9999584,block_ip
1,0.99624914,block_ip
0,7.772436e-05,allow
1,0.9999634,block_ip
1,0.99975985,block_ip
1,0.99993193,block_ip
0,4.0252606e-05,allow
0,1.15528865e-05,allow
1,0.9999273,block_ip
0,4.5778834e-05,allow
1,0.9999163,block_ip
1,0.9999337,block_ip
1,0.99996126,block_ip
0,4.3085853e-05,allow
0,0.00011373206,allow
1,0.99995005,block_ip
0,0.0025511927,allow
0,1.553791e-05,allow
0,2.6866312e-05,allow
1,0.9998776,block_ip
0,2.4290672e-05,allow
0,1.7536275e-05,allow
1,0.99996436,block_ip
1,0.9977982,block_ip
1,0.9998858,block_ip
0,4.1654894e-05,allow
0,3.4344685e-05,allow
1,0.99995387,block_ip
0,2.3235114e-05,allow
1,0.99972206,block_ip
0,0.000105460334,allow
0,8.113823e-05,allow
0,2.111782e-05,allow
1,0.99988127,block_ip
0,6.292891e-05,allow
0,3.4793124e-05,allow
1,0.99995327,block_ip
0,2.6823047e-05,allow
0,0.0001675837,allow
0,8.74648e-06,allow
1,0.99995756,block_ip
1,0.99994934,block_ip
1,0.9999144,block_ip
1,0.99992144,block_ip
0,1.1719572e-05,allow
1,0.9999534,block_ip
0,7.880338e-05,allow
1,0.9999057,block_ip
0,4.2832184e-05,allow
1,0.9998543,block_ip
1,0.9988029,block_ip
0,2.7286496e-05,allow
0,3.9286908e-05,allow
0,8.509788e-06,allow
1,0.9998393,block_ip
0,3.4460005e-05,allow
1,0.9999658,block_ip
0,3.697454e-05,allow
0,1.2123143e-05,allow
1,0.9999428,block_ip
1,0.9999647,block_ip
0,1.6440927e-05,allow
0,2.3165818e-05,allow
1,0.99387884,block_ip
0,2.6801827e-05,allow
1,0.99992204,block_ip
0,3.0923165e-05,allow
0,2.5096879e-05,allow
0,3.3388736e-05,allow
0,9.934715e-06,allow
1,0.999713,block_ip
0,1.0032199e-05,allow
1,0.9999647,block_ip
0,3.780548e-05,allow
0,9.970356e-06,allow
1,0.99995327,block_ip
0,9.109406e-05,allow
1,0.9999471,block_ip
0,8.470721e-06,allow
1,0.99385506,block_ip
1,0.9999008,block_ip
0,8.346571e-05,allow
1,0.9991429,block_ip
1,0.9998764,block_ip
1,0.9999646,block_ip
1,0.99991155,block_ip
0,3.171496e-05,allow
1,0.9999534,block_ip
0,3.199459e-05,allow
0,4.4488854e-05,allow
1,0.9999312,block_ip
1,0.99962306,block_ip
1,0.9999658,block_ip
1,0.9998203,block_ip
0,2.0617148e-05,allow
0,1.4595193e-05,allow
1,0.99991035,block_ip
0,8.565208e-05,allow
1,0.999969,block_ip
0,0.000110733694,allow
0,5.103222e-05,allow
0,5.728726e-05,allow
0,3.6295736e-05,allow
0,4.2004613e-05,allow
0,1.1350081e-05,allow
1,0.9999517,block_ip
0,2.3740397e-05,allow
1,0.9996674,block_ip
0,2.3107765e-05,allow
0,7.2177354e-05,allow
1,0.9998332,block_ip
1,0.99988174,block_ip
1,0.9999596,block_ip
1,0.9991787,block_ip
1,0.9997305,block_ip
1,0.99995863,block_ip
1,0.9998258,block_ip
1,0.9999517,block_ip
1,0.99994993,block_ip
0,4.1670788e-05,allow
1,0.9997478,block_ip
0,2.8999662e-05,allow
0,2.960855e-05,allow
0,9.662395e-06,allow
1,0.99996746,block_ip
1,0.99991894,block_ip
1,0.9999542,block_ip
0,2.2941811e-05,allow
0,3.8505867e-05,allow
1,0.999879,block_ip
1,0.9999552,block_ip
0,2.492529e-05,allow
1,0.99975234,block_ip
0,1.3919655e-05,allow
0,3.515268e-05,allow
0,4.6225636e-05,allow
1,0.99993765,block_ip
1,0.99990237,block_ip
1,0.9999498,block_ip
1,0.9999312,block_ip
0,5.6421264e-05,allow
1,0.99988174,block_ip
0,8.949575e-05,allow
1,0.99992263,block_ip
0,8.0358586e-05,allow
0,2.6799014e-05,allow
1,0.9999627,block_ip
0,5.1572722e-05,allow
1,0.99994767,block_ip
1,0.99984264,block_ip
0,0.0004928408,allow
0,5.3809457e-05,allow
1,0.99995756,block_ip
0,2.0912377e-05,allow
1,0.99982387,block_ip
1,0.9998079,block_ip
1,0.9999554,block_ip
1,0.99980253,block_ip
1,0.999848,block_ip
0,2.1676033e-05,allow
1,0.99992394,block_ip
1,0.99989164,block_ip
0,0.00011373206,allow
1,0.9998287,block_ip
0,2.6747746e-05,allow
1,0.99992096,block_ip
0,5.433365e-05,allow
1,0.99907506,block_ip
1,0.9999571,block_ip
1,0.99972683,block_ip
0,5.9154983e-05,allow
0,0.00034810015,allow
1,0.9998956,block_ip
1,0.9998148,block_ip
0,5.7869613e-05,allow
0,0.00013955608,allow
1,0.99994373,block_ip
0,1.6214079e-05,allow
1,0.99964833,block_ip
0,1.4381092e-05,allow
0,2.6386058e-05,allow
0,4.2684453e-05,allow
0,5.316479e-05,allow
0,3.2131084e-05,allow
0,0.00019958311,allow
0,2.1510574e-05,allow
0,5.1291143e-05,allow
1,0.99987006,block_ip
1,0.9999082,block_ip
0,1.4710981e-05,allow
1,0.99799204,block_ip
1,0.99994576,block_ip
0,4.566055e-05,allow
1,0.99986565,block_ip
1,0.99983895,block_ip
1,0.9999424,block_ip
0,1.793919e-05,allow
0,0.00095952203,allow
1,0.9995534,block_ip
0,1.0681698e-05,allow
0,3.2511343e-05,allow
0,3.214141e-05,allow
0,0.00040615318,allow
0,0.00044266044,allow
0,9.6179516e-05,allow
0,6.5423264e-05,allow
1,0.9999616,block_ip
0,0.00013856278,allow
1,0.9998148,block_ip
1,0.99994826,block_ip
1,0.9999347,block_ip
0,7.024221e-05,allow
0,0.00011313184,allow
0,2.9140132e-05,allow
0,0.00026997417,allow
0,3.6154892e-05,allow
0,1.734067e-05,allow
0,1.0935891e-05,allow
1,0.9998342,block_ip
0,9.499794e-06,allow
0,1.0100174e-05,allow
1,0.99993086,block_ip
1,0.99977547,block_ip
0,6.7131215e-05,allow
1,0.99990606,block_ip
1,0.99995923,block_ip
0,0.00013233756,allow
0,1.5875641e-05,allow
1,0.9998791,block_ip
1,0.99984777,block_ip
0,8.0726946e-05,allow
1,0.99991775,block_ip
0,5.36051e-05,allow
0,6.439964e-05,allow
1,0.99996984,block_ip
0,4.9210073e-05,allow
0,8.0349084e-05,allow
1,0.9999654,block_ip
0,8.180369e-06,allow
0,1.1919554e-05,allow
0,5.880262e-05,allow
1,0.9998673,block_ip
0,0.00032807468,allow
0,0.00010943937,allow
1,0.99947435,block_ip
0,6.087107e-05,allow
1,0.9999659,block_ip
1,0.999908,block_ip
0,1.138855e-05,allow
0,3.5585865e-05,allow
0,1.5541704e-05,allow
1,0.9998153,block_ip
1,0.9998704,block_ip
0,0.00011092763,allow
0,4.5335786e-05,allow
0,2.1557047e-05,allow
0,2.8197672e-05,allow
1,0.9999001,block_ip
0,9.155656e-06,allow
1,0.9999379,block_ip
1,0.99974614,block_ip
1,0.99994767,block_ip
1,0.9992231,block_ip
0,3.0954234e-05,allow
1,0.99995744,block_ip
0,2.7789629e-05,allow
1,0.99994636,block_ip
0,2.1984413e-05,allow
0,0.0038082027,allow
0,5.9183876e-05,allow
1,0.9999621,block_ip
1,0.9999094,block_ip
1,0.9998808,block_ip
1,0.999967,block_ip
0,1.6103864e-05,allow
0,4.3190958e-05,allow
1,0.99994445,block_ip
0,3.9551516e-05,allow
0,4.007397e-05,allow
0,0.000104173385,allow
0,2.1511887e-05,allow
0,1.1697743e-05,allow
0,3.3804114e-05,allow
0,2.0873205e-05,allow
1,0.9992969,block_ip
0,2.2513732e-05,allow
1,0.9998503,block_ip
1,0.9995072,block_ip
0,4.5072695e-05,allow
1,0.9999726,block_ip
1,0.9999144,block_ip
1,0.9999248,block_ip
1,0.99991465,block_ip
0,6.9037975e-05,allow
1,0.99992275,block_ip
1,0.9999583,block_ip
0,2.3700944e-05,allow
1,0.99981636,block_ip
0,8.998261e-06,allow
1,0.99988127,block_ip
0,2.1052669e-05,allow
1,0.9999181,block_ip
1,0.99991167,block_ip
0,2.3212457e-05,allow
1,0.9999584,block_ip
1,0.9999254,block_ip
0,3.3891556e-05,allow
0,3.1891203e-05,allow
1,0.9995491,block_ip
0,7.779488e-05,allow
1,0.9997185,block_ip
0,0.0002497849,allow
1,0.99994135,block_ip
1,0.9999596,block_ip
1,0.9999354,block_ip
0,1.6992584e-05,allow
0,3.1354273e-05,allow
0,0.00012109096,allow
0,1.9369227e-05,allow
1,0.9999652,block_ip
0,1.1295529e-05,allow
1,0.99981314,block_ip
0,1.9369227e-05,allow
0,3.5766898e-05,allow
1,0.9998405,block_ip
0,1.1878385e-05,allow
0,9.8592645e-06,allow
0,6.793771e-05,allow
0,1.0982808e-05,allow
1,0.99978596,block_ip
1,0.9991667,block_ip
1,0.9998554,block_ip
0,1.8328765e-05,allow
0,5.1723237e-05,allow
1,0.9999434,block_ip
0,3.3872686e-05,allow
1,0.9999523,block_ip
1,0.9999466,block_ip
1,0.9999503,block_ip
0,2.7413018e-05,allow
0,2.1334228e-05,allow
1,0.99995816,block_ip
1,0.99984527,block_ip
1,0.999882,block_ip
0,8.8975656e-05,allow
1,0.9998678,block_ip
0,7.002739e-05,allow
0,6.8292495e-05,allow
1,0.99964106,block_ip
1,0.99994946,block_ip
1,0.999951,block_ip
0,1.532732e-05,allow
0,4.4295895e-05,allow
0,5.151114e-05,allow
0,1.11995605e-05,allow
0,0.00025353825,allow
1,0.9997447,block_ip
0,7.890535e-05,allow
0,2.4731891e-05,allow
0,5.7537683e-05,allow
1,0.99995434,block_ip
0,2.486155e-05,allow
1,0.99991024,block_ip
0,2.5712485e-05,allow
1,0.9998406,block_ip
0,2.789376e-05,allow
0,0.004418863,allow
1,0.999882,block_ip
0,3.2161985e-05,allow
0,1.7548018e-05,allow
1,0.99996114,block_ip
0,9.355244e-06,allow
0,8.506454e-06,allow
1,0.99987173,block_ip
0,0.011352923,allow
1,0.99996305,block_ip
1,0.9995535,block_ip
1,0.99993014,block_ip
1,0.9999368,block_ip
0,6.483307e-05,allow
0,0.00010739769,allow
1,0.99994457,block_ip
0,1.0414932e-05,allow
0,2.5167103e-05,allow
0,0.0001056396,allow
1,0.9998109,block_ip
0,0.000101753765,allow
0,0.00035169348,allow
0,0.00045131752,allow
1,0.9999708,block_ip
1,0.9997762,block_ip
0,0.00014700193,allow
0,4.0001276e-05,allow
1,0.9999553,block_ip
0,3.682326e-05,allow
1,0.9996288,block_ip
1,0.9998846,block_ip
1,0.99993706,block_ip
1,0.99992216,block_ip
1,0.99985874,block_ip
1,0.9999534,block_ip
1,0.99992657,block_ip
1,0.9999285,block_ip
0,2.6492007e-05,allow
1,0.99989676,block_ip
1,0.9998739,block_ip
0,2.8409879e-05,allow
1,0.99990857,block_ip
0,2.1692784e-05,allow
1,0.9999106,block_ip
0,7.078843e-05,allow
0,4.0285824e-05,allow
1,0.9999584,block_ip
0,0.00020875069,allow
1,0.9993825,block_ip
0,2.0519603e-05,allow
0,1.7121054e-05,allow
0,6.186326e-05,allow
1,0.99981815,block_ip
0,1.3637066e-05,allow
0,2.8962602e-05,allow
0,1.1633917e-05,allow
0,9.804488e-05,allow
0,5.4602606e-05,allow
1,0.9999076,block_ip
0,1.1908577e-05,allow
1,0.9999342,block_ip
1,0.9999604,block_ip
1,0.9998802,block_ip
0,2.3862443e-05,allow
0,1.8016375e-05,allow
1,0.99996996,block_ip
1,0.99995697,block_ip
0,0.0006182286,allow
0,9.723014e-06,allow
0,1.641121e-05,allow
1,0.9999392,block_ip
0,2.4211093e-05,allow
0,2.670159e-05,allow
1,0.99956554,block_ip
0,2.1477983e-05,allow
1,0.9999578,block_ip
0,7.783154e-05,allow
0,3.7451988e-05,allow
1,0.99990165,block_ip
0,2.5830182e-05,allow
0,3.3332934e-05,allow
1,0.99994755,block_ip
1,0.99987996,block_ip
1,0.9999454,block_ip
1,0.9999604,block_ip
1,0.99995303,block_ip
1,0.99994814,block_ip
0,4.531098e-05,allow
0,2.5923835e-05,allow
0,1.7132079e-05,allow
1,0.99995875,block_ip
1,0.99995124,block_ip
1,0.999828,block_ip
0,8.2994266e-05,allow
0,3.8339334e-05,allow
1,0.99918216,block_ip
0,1.9567062e-05,allow
0,8.991405e-05,allow
1,0.9990934,block_ip
1,0.9999652,block_ip
1,0.99989665,block_ip
1,0.99982786,block_ip
1,0.9998435,block_ip
0,9.856581e-05,allow
1,0.9999453,block_ip
1,0.999948,block_ip
1,0.999401,block_ip
0,3.376542e-05,allow
1,0.99997115,block_ip
0,1.694171e-05,allow
1,0.99996126,block_ip
1,0.9999684,block_ip
1,0.99992657,block_ip
1,0.999819,block_ip
0,1.8369783e-05,allow
1,0.99967074,block_ip
0,1.4983639e-05,allow
0,3.4012748e-05,allow
0,2.6526059e-05,allow
1,0.99952364,block_ip
1,0.99980634,block_ip
1,0.99985945,block_ip
1,0.99929416,block_ip
1,0.9999665,block_ip
1,0.99987614,block_ip
0,8.130872e-06,allow
0,3.554191e-05,allow
0,1.6402104e-05,allow
0,0.0010357373,allow
1,0.99966216,block_ip
0,0.00031146422,allow
0,4.440065e-05,allow
0,0.000117945965,allow
1,0.9999213,block_ip
1,0.9999193,block_ip
0,1.9140485e-05,allow
0,5.348725e-05,allow
0,1.4066056e-05,allow
1,0.9960674,block_ip
1,0.99985135,block_ip
0,9.546898e-05,allow
1,0.9997303,block_ip
1,0.9999206,block_ip
1,0.9999387,block_ip
0,0.0013708416,allow
0,1.6044296e-05,allow
0,2.5452273e-05,allow
1,0.9998184,block_ip
1,0.99990904,block_ip
1,0.9999291,block_ip
0,1.5364463e-05,allow
1,0.9996667,block_ip
1,0.99984527,block_ip
1,0.99990165,block_ip
0,1.1141066e-05,allow
1,0.9999279,block_ip
1,0.9999652,block_ip
0,2.7403243e-05,allow
1,0.99987376,block_ip
0,0.0008266182,allow
0,1.6432572e-05,allow
0,4.2074127e-05,allow
1,0.9994306,block_ip
0,1.9117828e-05,allow
0,1.8390605e-05,allow
1,0.99986744,block_ip
0,0.0002854398,allow
1,0.99979144,block_ip
0,2.798726e-05,allow
1,0.99995756,block_ip
0,3.4478213e-05,allow
1,0.9999633,block_ip
1,0.999858,block_ip
1,0.9997607,block_ip
0,3.6864196e-05,allow
0,0.00014627834,allow
0,6.974662e-05,allow
0,0.00025496582,allow
1,0.99996114,block_ip
1,0.9995875,block_ip
0,3.9822728e-05,allow
1,0.99979836,block_ip
0,4.8391124e-05,allow
1,0.9999114,block_ip
1,0.99995494,block_ip
0,0.001997624,allow
1,0.9999658,block_ip
0,1.4897068e-05,allow
0,3.5097713e-05,allow
1,0.99993134,block_ip
1,0.99997187,block_ip
0,4.7820853e-05,allow
0,2.4085975e-05,allow
1,0.9998293,block_ip
0,0.00047563532,allow
0,0.00031730544,allow
1,0.9999205,block_ip
0,8.435726e-06,allow
0,9.579069e-06,allow
0,1.155086e-05,allow
1,0.9998148,block_ip
1,0.9995671,block_ip
0,1.1953066e-05,allow
0,6.3512925e-05,allow
0,3.308114e-05,allow
0,5.821683e-05,allow
1,0.99995506,block_ip
1,0.995342,block_ip
1,0.9999083,block_ip
1,0.9997527,block_ip
0,2.1631264e-05,allow
1,0.9999387,block_ip
1,0.9999627,block_ip
1,0.99995553,block_ip
1,0.9999596,block_ip
0,2.3272569e-05,allow
1,0.9998073,block_ip
0,0.00011313184,allow
0,1.2241587e-05,allow
1,0.99992144,block_ip
0,1.1966604e-05,allow
1,0.99993324,block_ip
0,2.4290672e-05,allow
1,0.9999217,block_ip
1,0.9999548,block_ip
1,0.9999372,block_ip
1,0.99982053,block_ip
0,3.3297256e-05,allow
0,5.37122e-05,allow
1,0.999853,block_ip
0,2.5165205e-05,allow
1,0.9999143,block_ip
0,9.474615e-06,allow
0,3.874629e-05,allow
1,0.99987435,block_ip
0,1.0879013e-05,allow
1,0.99994934,block_ip
1,0.99996567,block_ip
1,0.9999485,block_ip
1,0.9999447,block_ip
1,0.99981636,block_ip
0,8.634306e-06,allow
1,0.9999528,block_ip
0,1.1510228e-05,allow
0,1.7689763e-05,allow
1,0.99974686,block_ip
0,1.6893891e-05,allow
0,0.00015392083,allow
0,2.1997917e-05,allow
0,1.7124092e-05,allow
0,0.00017074998,allow
0,1.4550762e-05,allow
0,1.6558279e-05,allow
0,1.1164583e-05,allow
1,0.99990857,block_ip
0,0.00010531482,allow
0,1.1901244e-05,allow
1,0.99990165,block_ip
0,1.9471996e-05,allow
1,0.9999168,block_ip
0,2.5725854e-05,allow
0,4.0836512e-05,allow
0,1.7348593e-05,allow
1,0.99987984,block_ip
1,0.9997124,block_ip
1,0.9999311,block_ip
0,0.00012087672,allow
1,0.9999368,block_ip
0,1.6227707e-05,allow
0,0.0018409543,allow
1,0.9995511,block_ip
1,0.9999647,block_ip
0,2.3966304e-05,allow
1,0.999943,block_ip
1,0.9999677,block_ip
0,2.5434198e-05,allow
1,0.99996495,block_ip
0,2.4482839e-05,allow
1,0.99980074,block_ip
0,1.17486e-05,allow
1,0.99892175,block_ip
0,0.00011675033,allow
1,0.9999664,block_ip
1,0.99995375,block_ip
0,3.8077826e-05,allow
1,0.9999578,block_ip
0,1.5264755e-05,allow
0,2.4323865e-05,allow
0,2.6135103e-05,allow
1,0.9998172,block_ip
1,0.9995802,block_ip
1,0.9998783,block_ip
0,0.00012319283,allow
0,2.7953329e-05,allow
0,1.5072552e-05,allow
0,2.5720135e-05,allow
0,2.9808796e-05,allow
1,0.99990845,block_ip
0,2.0862839e-05,allow
0,2.0469568e-05,allow
1,0.9999299,block_ip
0,2.8622373e-05,allow
1,0.9999269,block_ip
0,2.25511e-05,allow
1,0.9997178,block_ip
0,0.00018581303,allow
0,7.707772e-05,allow
1,0.9999584,block_ip
0,0.00040439222,allow
1,0.99991834,block_ip
0,4.286818e-05,allow
1,0.9999012,block_ip
1,0.9992411,block_ip
0,3.359378e-05,allow
0,5.5873843e-05,allow
0,9.614155e-05,allow
1,0.9999653,block_ip
0,3.7221154e-05,allow
1,0.99995947,block_ip
0,0.00036414023,allow
1,0.99995935,block_ip
1,0.9999255,block_ip
0,2.0763871e-05,allow
0,0.00010961829,allow
0,4.1890962e-05,allow
1,0.9998355,block_ip
1,0.99993145,block_ip
0,1.4530876e-05,allow
0,2.8797187e-05,allow
0,0.00014663431,allow
0,1.1025688e-05,allow
0,0.00024948883,allow
1,0.99985397,block_ip
1,0.9996666,block_ip
0,2.2663231e-05,allow
1,0.9999299,block_ip
0,2.3637562e-05,allow
1,0.99991035,block_ip
0,6.205576e-05,allow
0,1.9029882e-05,allow
0,2.5672229e-05,allow
0,5.5946777e-05,allow
0,2.8406843e-05,allow
1,0.99994564,block_ip
0,4.2200987e-05,allow
1,0.99994993,block_ip
1,0.99995196,block_ip
0,3.2595784e-05,allow
1,0.9999199,block_ip
1,0.9998336,block_ip
1,0.9999187,block_ip
0,3.5097713e-05,allow
0,1.6359707e-05,allow
0,4.5482368e-05,allow
1,0.9998659,block_ip
0,3.250198e-05,allow
1,0.99988186,block_ip
0,3.0731313e-05,allow
1,0.99994946,block_ip
0,3.927687e-05,allow
1,0.9992574,block_ip
