feature,shap_mean_abs
colleagues,0.0
collect,0.0
collected,0.0
collecting,0.0
collection,0.0
college,0.0
colour,0.0
comedy,0.0
comes,0.0
comin,0.0
coming,0.0
common,0.0
because,0.0
beautiful,0.0
bday,0.0
83222,0.0
84025,0.0
85023,0.0
8552,0.0
86021,0.0
86688,0.0
87066,0.0
87077,0.0
87121,0.0
87131,0.0
87575,0.0
88039,0.0
88066,0.0
88088,0.0
88600,0.0
88888,0.0
89070,0.0
89080,0.0
89545,0.0
89555,0.0
83600,0.0
82277,0.0
8neighbour,0.0
82242,0.0
5min,0.0
5th,0.0
5wb,0.0
5we,0.0
60pmin,0.0
62468,0.0
630,0.0
6pm,0.0
6th,0.0
7250i,0.0
730,0.0
750,0.0
786,0.0
7th,0.0
800,0.0
80062,0.0
8007,0.0
80182,0.0
80878,0.0
8am,0.0
8pm,0.0
542,0.0
accident,0.0
accordingly,0.0
account,0.0
accounts,0.0
ache,0.0
acoentry41,0.0
across,0.0
acted,0.0
action,0.0
activate,0.0
active,0.0
activities,0.0
actor,0.0
actual,0.0
actually,0.0
ad,0.0
adam,0.0
add,0.0
added,0.0
addicted,0.0
accidentally,0.0
access,0.0
8th,0.0
accept,0.0
8wp,0.0
900,0.0
9ae,0.0
9am11pm,0.0
9ja,0.0
9pm,0.0
9t,0.0
aathilove,0.0
aathiwhere,0.0
abi,0.0
ability,0.0
abiola,0.0
able,0.0
abt,0.0
abta,0.0
aburo,0.0
ac,0.0
academic,0.0
acc,0.0
5gently,0.0
530,0.0
bcums,0.0
100,0.0
10000,0.0
1000s,0.0
1030,0.0
10am7pm,0.0
10k,0.0
10p,0.0
10pmin,0.0
11,0.0
11414,0.0
11mths,0.0
12,0.0
121,0.0
12hrs,0.0
1327,0.0
145,0.0
150,0.0
1500,0.0
150pm,0.0
150pmsg,0.0
1000,0.0
10,0.0
150ptone,0.0
09066612661,0.0
0800,0.0
08000839402,0.0
08000930705,0.0
08001950382,0.0
0808,0.0
08452810073,0.0
0870,0.0
08701417012,0.0
08707509020,0.0
08712300220,0.0
08712460324,0.0
08715705022,0.0
08717898035,0.0
08718720201,0.0
08718726270150gbpmtmsg18,0.0
09050090044,0.0
09061209465,0.0
09061221066,0.0
09066362231,0.0
150ppm,0.0
16,0.0
50p,0.0
3510i,0.0
3cover,0.0
3g,0.0
3gbp,0.0
3mins,0.0
3rd,0.0
3wk,0.0
400,0.0
40gb,0.0
434,0.0
450,0.0
45239,0.0
4742,0.0
4get,0.0
4info,0.0
4press,0.0
4th,0.0
4u,0.0
50,0.0
5000,0.0
36504,0.0
350,0.0
1st,0.0
3030,0.0
1x150pwk,0.0
20,0.0
200,0.0
2000,0.0
2003,0.0
2004,0.0
20p,0.0
25,0.0
250,0.0
25p,0.0
28,0.0
2day,0.0
2mrw,0.0
2nd,0.0
2nite,0.0
2optout,0.0
2stoptxt,0.0
2u,0.0
300,0.0
addie,0.0
address,0.0
admin,0.0
ard,0.0
arent,0.0
argh,0.0
argue,0.0
argument,0.0
arm,0.0
armand,0.0
arms,0.0
arng,0.0
around,0.0
arrange,0.0
arrested,0.0
arrive,0.0
arsenal,0.0
art,0.0
arun,0.0
asap,0.0
ask,0.0
askd,0.0
asked,0.0
area,0.0
arcade,0.0
asking,0.0
ar,0.0
anytime,0.0
anyway,0.0
anyways,0.0
anywhere,0.0
aom,0.0
apart,0.0
apartment,0.0
apologise,0.0
app,0.0
apparently,0.0
applebees,0.0
application,0.0
appointment,0.0
appreciate,0.0
appreciated,0.0
approx,0.0
apps,0.0
appt,0.0
april,0.0
askin,0.0
asks,0.0
administrator,0.0
babe,0.0
babies,0.0
baby,0.0
bad,0.0
bag,0.0
bags,0.0
bak,0.0
balance,0.0
bank,0.0
barely,0.0
basic,0.0
basically,0.0
bat,0.0
bath,0.0
bathe,0.0
bathing,0.0
battery,0.0
bay,0.0
bb,0.0
bcoz,0.0
babes,0.0
ba,0.0
asleep,0.0
b4,0.0
ass,0.0
assume,0.0
ate,0.0
atlanta,0.0
attempt,0.0
attend,0.0
auction,0.0
august,0.0
available,0.0
avatar,0.0
ave,0.0
avent,0.0
await,0.0
awaiting,0.0
awake,0.0
award,0.0
awarded,0.0
away,0.0
awesome,0.0
anything,0.0
anythin,0.0
anyone,0.0
agalla,0.0
age16,0.0
age23,0.0
ages,0.0
ago,0.0
agree,0.0
ah,0.0
aha,0.0
ahead,0.0
ahmad,0.0
ahsen,0.0
aight,0.0
aint,0.0
air,0.0
airport,0.0
airtel,0.0
aiya,0.0
aiyah,0.0
aiyar,0.0
aiyo,0.0
age,0.0
against,0.0
anymore,0.0
again,0.0
admirer,0.0
adore,0.0
adoring,0.0
ads,0.0
adult,0.0
advance,0.0
adventure,0.0
advice,0.0
advise,0.0
affair,0.0
affairs,0.0
affection,0.0
affectionate,0.0
afraid,0.0
aft,0.0
after,0.0
afternoon,0.0
aftr,0.0
ag,0.0
al,0.0
alaipayuthe,0.0
album,0.0
alert,0.0
an,0.0
andros,0.0
angry,0.0
anna,0.0
annie,0.0
anniversary,0.0
announcement,0.0
anot,0.0
another,0.0
ans,0.0
ansr,0.0
answer,0.0
answered,0.0
answering,0.0
answers,0.0
anthony,0.0
anti,0.0
any,0.0
anybody,0.0
amy,0.0
amt,0.0
amp,0.0
along,0.0
alex,0.0
alfie,0.0
algarve,0.0
allah,0.0
allow,0.0
allowed,0.0
almost,0.0
alone,0.0
already,0.0
amount,0.0
alright,0.0
alrite,0.0
also,0.0
always,0.0
alwys,0.0
amazing,0.0
american,0.0
among,0.0
discuss,0.0
dislikes,0.0
display,0.0
horo,0.0
hospital,0.0
hospitals,0.0
hostel,0.0
hot,0.0
hotel,0.0
hotels,0.0
hour,0.0
hours,0.0
house,0.0
housemaid,0.0
housewives,0.0
however,0.0
hows,0.0
howz,0.0
hr,0.0
hrishi,0.0
hrs,0.0
httptms,0.0
httpwwwetlpcoukexpressoffer,0.0
horrible,0.0
horny,0.0
hubby,0.0
hoping,0.0
ho,0.0
hockey,0.0
hol,0.0
hold,0.0
holder,0.0
holding,0.0
holiday,0.0
holidayso,0.0
holla,0.0
hols,0.0
holy,0.0
home,0.0
homeowners,0.0
honey,0.0
honeybee,0.0
hook,0.0
hop,0.0
hoped,0.0
hopefully,0.0
httpwwwurawinnercom,0.0
hug,0.0
hmmm,0.0
identifier,0.0
idk,0.0
ignore,0.0
ikea,0.0
il,0.0
illness,0.0
imagine,0.0
imma,0.0
immediately,0.0
imp,0.0
important,0.0
impossible,0.0
improved,0.0
in2,0.0
inc,0.0
inches,0.0
incident,0.0
include,0.0
inclusive,0.0
inconsiderate,0.0
idiot,0.0
ideas,0.0
huh,0.0
ideal,0.0
hun,0.0
hungry,0.0
hurry,0.0
hurt,0.0
hurting,0.0
hurts,0.0
husband,0.0
hv,0.0
hw,0.0
hyde,0.0
iam,0.0
ibhltd,0.0
ibiza,0.0
ibn,0.0
ic,0.0
ice,0.0
icicibankcom,0.0
id,0.0
idea,0.0
hmv,0.0
hmm,0.0
gt,0.0
ham,0.0
handed,0.0
handle,0.0
hands,0.0
handset,0.0
hanging,0.0
happen,0.0
happend,0.0
happened,0.0
happening,0.0
happens,0.0
happiness,0.0
happy,0.0
hard,0.0
hardcore,0.0
hardly,0.0
harry,0.0
hasnt,0.0
hate,0.0
hav,0.0
hand,0.0
halloween,0.0
havin,0.0
half,0.0
gud,0.0
gudk,0.0
gudnitetcpractice,0.0
guess,0.0
guessing,0.0
guide,0.0
guilty,0.0
guy,0.0
guys,0.0
gving,0.0
gym,0.0
ha,0.0
had,0.0
haf,0.0
haha,0.0
hahahause,0.0
hai,0.0
hair,0.0
haiz,0.0
havent,0.0
having,0.0
hm,0.0
henry,0.0
here,0.0
heri,0.0
herlove,0.0
herself,0.0
hes,0.0
hex,0.0
hgsuite3422lands,0.0
hgsuite3422landsroww1j6hl,0.0
hide,0.0
high,0.0
hill,0.0
hint,0.0
hip,0.0
his,0.0
history,0.0
hit,0.0
hiya,0.0
hl,0.0
hlp,0.0
her,0.0
hence,0.0
havnt,0.0
helpline,0.0
head,0.0
headache,0.0
headin,0.0
heads,0.0
hear,0.0
heard,0.0
heart,0.0
heartgn,0.0
heavy,0.0
hee,0.0
height,0.0
held,0.0
helen,0.0
hell,0.0
hella,0.0
hello,0.0
helloooo,0.0
help08712400602450p,0.0
help08718728876,0.0
incredible,0.0
increments,0.0
indeed,0.0
keeps,0.0
kent,0.0
kept,0.0
kerala,0.0
keralacircle,0.0
kettoda,0.0
key,0.0
keys,0.0
ki,0.0
kick,0.0
kickoff,0.0
kid,0.0
kidding,0.0
kids,0.0
kidz,0.0
kind,0.0
kinda,0.0
kindly,0.0
king,0.0
kiss,0.0
kegger,0.0
keeping,0.0
kkhow,0.0
keep,0.0
jstfrnd,0.0
jsut,0.0
juan,0.0
juicy,0.0
july,0.0
june,0.0
jus,0.0
juz,0.0
k52,0.0
kadeem,0.0
kaiez,0.0
kallis,0.0
kano,0.0
kappa,0.0
karaoke,0.0
kate,0.0
kay,0.0
kb,0.0
ke,0.0
kisses,0.0
kkim,0.0
india,0.0
lady,0.0
laid,0.0
land,0.0
landline,0.0
landlines,0.0
langport,0.0
language,0.0
laptop,0.0
lar,0.0
largest,0.0
last,0.0
late,0.0
later,0.0
latest,0.0
latr,0.0
laugh,0.0
laughed,0.0
laughing,0.0
law,0.0
lazy,0.0
lag,0.0
ladies,0.0
kkwhen,0.0
lacsthere,0.0
kkwhere,0.0
kl341,0.0
knackered,0.0
knees,0.0
knew,0.0
knock,0.0
knowing,0.0
knows,0.0
knw,0.0
konw,0.0
kr,0.0
kthen,0.0
kudiyarasu,0.0
07xxxxxxxxx,0.0
kz,0.0
l8r,0.0
la,0.0
lab,0.0
lacsthats,0.0
jst,0.0
jsco,0.0
joys,0.0
internet,0.0
intro,0.0
invaders,0.0
invest,0.0
invite,0.0
invited,0.0
inviting,0.0
invnted,0.0
iouri,0.0
ip4,0.0
ipod,0.0
irritates,0.0
irritating,0.0
iscoming,0.0
ish,0.0
island,0.0
islands,0.0
isnt,0.0
issue,0.0
issues,0.0
into,0.0
interflora,0.0
joy,0.0
interesting,0.0
indian,0.0
indians,0.0
indicate,0.0
infections,0.0
infernal,0.0
info,0.0
inform,0.0
informed,0.0
infowww100percentrealcom,0.0
innings,0.0
inr,0.0
inside,0.0
instantly,0.0
instead,0.0
instructions,0.0
insurance,0.0
intelligent,0.0
interest,0.0
interested,0.0
italian,0.0
itcould,0.0
itleave,0.0
itplspls,0.0
jenny,0.0
jerry,0.0
jess,0.0
jesus,0.0
jiayin,0.0
jiu,0.0
jo,0.0
joanna,0.0
job,0.0
jogging,0.0
john,0.0
join,0.0
joined,0.0
joining,0.0
joke,0.0
jokes,0.0
jokin,0.0
joking,0.0
jolly,0.0
jen,0.0
jeans,0.0
jealous,0.0
jada,0.0
itself,0.0
itu,0.0
itwhichturnedinto,0.0
itz,0.0
ive,0.0
iz,0.0
izzit,0.0
jacket,0.0
jamster,0.0
jazz,0.0
jan,0.0
january,0.0
japanese,0.0
jason,0.0
java,0.0
jay,0.0
jaya,0.0
jays,0.0
guaranteed,0.0
group,0.0
distance,0.0
exam,0.0
excellent,0.0
except,0.0
exciting,0.0
excuse,0.0
excuses,0.0
executive,0.0
exeter,0.0
exhausted,0.0
exmpel,0.0
expect,0.0
expecting,0.0
expensive,0.0
experience,0.0
expires,0.0
explain,0.0
explicit,0.0
explosive,0.0
express,0.0
extra,0.0
exams,0.0
exactly,0.0
eyes,0.0
exact,0.0
eurodisinc,0.0
europe,0.0
eve,0.0
eveb,0.0
even,0.0
evening,0.0
event,0.0
ever,0.0
every,0.0
everybody,0.0
everyday,0.0
everyone,0.0
everything,0.0
everywhere,0.0
evn,0.0
evng,0.0
evr,0.0
evrey,0.0
ex,0.0
eye,0.0
fa,0.0
euro,0.0
fathima,0.0
fave,0.0
favor,0.0
favorite,0.0
favour,0.0
favourite,0.0
fb,0.0
feb,0.0
february,0.0
feel,0.0
feeling,0.0
feels,0.0
fees,0.0
feet,0.0
fell,0.0
felt,0.0
fetch,0.0
fever,0.0
few,0.0
field,0.0
fault,0.0
father,0.0
fab,0.0
fat,0.0
face,0.0
facebook,0.0
fact,0.0
faggy,0.0
failed,0.0
fails,0.0
fair,0.0
fall,0.0
falls,0.0
family,0.0
fan,0.0
fancies,0.0
fancy,0.0
fantasies,0.0
fantastic,0.0
fantasy,0.0
far,0.0
fast,0.0
faster,0.0
euro2004,0.0
etc,0.0
ground,0.0
draw,0.0
dreams,0.0
dress,0.0
dresser,0.0
drink,0.0
drinks,0.0
drive,0.0
drivin,0.0
driving,0.0
drop,0.0
dropped,0.0
drug,0.0
drugs,0.0
dry,0.0
dsnt,0.0
dubsack,0.0
dude,0.0
due,0.0
dun,0.0
dunno,0.0
dream,0.0
downloads,0.0
dvd,0.0
download,0.0
disturb,0.0
dload,0.0
dnt,0.0
doc,0.0
docs,0.0
doctor,0.0
does,0.0
doesnt,0.0
dog,0.0
dogging,0.0
doggy,0.0
doin,0.0
doing,0.0
dollars,0.0
don,0.0
done,0.0
door,0.0
double,0.0
down,0.0
during,0.0
each,0.0
eta,0.0
end,0.0
ending,0.0
ends,0.0
enemy,0.0
energy,0.0
england,0.0
english,0.0
enjoyed,0.0
enough,0.0
enter,0.0
entered,0.0
entitled,0.0
entry,0.0
envelope,0.0
er,0.0
erm,0.0
escape,0.0
ese,0.0
especially,0.0
esplanade,0.0
ended,0.0
empty,0.0
earlier,0.0
embarassed,0.0
early,0.0
earth,0.0
easier,0.0
easy,0.0
eat,0.0
eaten,0.0
eatin,0.0
eating,0.0
ec2a,0.0
eerie,0.0
eg,0.0
egg,0.0
eh,0.0
eight,0.0
either,0.0
else,0.0
elsewhere,0.0
em,0.0
email,0.0
fifteen,0.0
fight,0.0
fighting,0.0
gd,0.0
gee,0.0
geeee,0.0
geeeee,0.0
gender,0.0
generally,0.0
genius,0.0
gentle,0.0
gentleman,0.0
genuine,0.0
georges,0.0
germany,0.0
gets,0.0
gettin,0.0
getting,0.0
gf,0.0
gibbs,0.0
gift,0.0
gifted,0.0
gimme,0.0
ge,0.0
gay,0.0
girl,0.0
gave,0.0
furniture,0.0
future,0.0
fyi,0.0
g696ga,0.0
gain,0.0
gal,0.0
galileo,0.0
gals,0.0
game,0.0
gamestar,0.0
gang,0.0
gap,0.0
gaps,0.0
garage,0.0
garbage,0.0
gary,0.0
gas,0.0
gastroenteritis,0.0
gautham,0.0
gin,0.0
girlfrnd,0.0
fightng,0.0
google,0.0
gossip,0.0
goto,0.0
gotta,0.0
gotten,0.0
govtinstituitions,0.0
gr8,0.0
grace,0.0
grahmbell,0.0
gram,0.0
grand,0.0
granite,0.0
gravity,0.0
great,0.0
greatest,0.0
green,0.0
greet,0.0
greetings,0.0
grins,0.0
grl,0.0
gorgeous,0.0
goodnite,0.0
girls,0.0
goodnight,0.0
gist,0.0
giv,0.0
given,0.0
gives,0.0
giving,0.0
glad,0.0
gmgngegn,0.0
goal,0.0
god,0.0
godi,0.0
gods,0.0
goes,0.0
goin,0.0
gold,0.0
gona,0.0
gone,0.0
gonna,0.0
goodenvironment,0.0
goodmorning,0.0
funny,0.0
funk,0.0
fun,0.0
flag,0.0
flaky,0.0
flash,0.0
flat,0.0
flight,0.0
flights,0.0
flirt,0.0
flirting,0.0
floor,0.0
flower,0.0
flowing,0.0
fml,0.0
fo,0.0
follow,0.0
followed,0.0
following,0.0
fone,0.0
food,0.0
fool,0.0
football,0.0
flaked,0.0
fixedline,0.0
fullonsmscom,0.0
fixed,0.0
figure,0.0
file,0.0
files,0.0
fill,0.0
filling,0.0
fills,0.0
film,0.0
final,0.0
finally,0.0
fine,0.0
finewhen,0.0
fingers,0.0
finish,0.0
finished,0.0
finishes,0.0
finishing,0.0
first,0.0
fit,0.0
fix,0.0
force,0.0
foreign,0.0
forever,0.0
forevr,0.0
frens,0.0
fret,0.0
fri,0.0
friday,0.0
friend,0.0
friends,0.0
friendship,0.0
fringe,0.0
frm,0.0
frnd,0.0
frnds,0.0
frndship,0.0
fromm,0.0
front,0.0
fuck,0.0
fuckin,0.0
fucking,0.0
ful,0.0
full,0.0
fren,0.0
freezing,0.0
freesend,0.0
found,0.0
forget,0.0
forgets,0.0
forgiven,0.0
forgot,0.0
format,0.0
forums,0.0
forward,0.0
forwarded,0.0
four,0.0
freephone,0.0
fr,0.0
fran,0.0
frauds,0.0
freak,0.0
free2day,0.0
freedom,0.0
freefone,0.0
freemsg,0.0
zed,0.0
